Equipement,Désignation,Fabricant,Zone de tri,Poste technique,Désignation,Année constr.,Cat. véhicule,Date acquis.,Date mise serv.,Poste respons.,Type de propul.,Type pétrole,Statut util.,Fin de validité,Modex - Catégorie cy,PowerBI - Catégorie
11091,PONTIAC VIBE AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2006,V.VOITURE,2007-03-22,2008-01-31,VI.MECAN,AV,ESSENCE,VEND,2015-12-11,Voiture non-amenage,Voiture
11092,PONTIAC VIBE AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2006,V.VOITURE,2007-03-22,2008-02-15,VI.MECAN,AV,ESSENCE,VEND,2012-04-20,Voiture non-amenage,Voiture
11093,GMC SIERRA SLE 2500 4WD,GMC,USINE L.S.R.,V-01-080,Usine LSR,2007,V.PICK-UP,2007-05-02,2007-08-31,VI.LE.DH,4R,DIESEL,SERV,,Pick-up amenage,Pick-up
11094,GMC SIERRA SLE 2500 4WD,GMC,VENDU ENCAN RITCHIE,,,2007,V.PICK-UP,2007-05-18,2008-01-03,VE.MR,4R,DIESEL,VEND,2018-12-17,Pick-up amenage,Pick-up
11095,GMC SAVANA 3500 SPÉCIAL CAMION VOÛTE,GMC,CAMION DE VOUTE,V-07-240,B.A. MTL Ouest (Lasalle),2007,V.FOURG,2007-06-05,2008-03-11,VI.LO.DH,AR,DIESEL,SERV,,Fourgonette,Fourgonette
11096,TRACTEUR,JOHN DEERE,USINE L.S.R.,V-01-080,Usine LSR,2007,V.TRACTEUR,2007-10-01,2007-11-09,VI.LO.DH,4R,DIESEL,SERV,,Tracteur,Tracteur
11097,PONTIAC TORRENT AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.VOITURE,2007-10-01,2008-01-10,VE.MECAN,4R,ESSENCE,VEND,2017-04-24,Voiture non-amenage,Voiture
11098,CHARIOT ÉLÉVATEUR (GPL),HYSTER,CHARIOT ÉLÉVATEUR,V-12-330,B.A. Abitibi Témiscamingue,2007,V.CHA.ELEV,2007-10-01,2007-11-21,VE.RO,NA,PROP,SERV,,Chariot elevateur au gaz,Chariot élévateur
11099,CHARIOT ÉLÉVATEUR (GPL),HYSTER,CHARIOT ÉLÉVATEUR,V-01-140-002,STR - Atelier de soudure,2007,V.CHA.ELEV,2007-10-01,2007-10-02,VI.LO.DH,NA,PROP,SERV,,Chariot elevateur au gaz,Chariot élévateur
11100,CHARIOT ÉLÉVATEUR (GPL),CATERPILLAR,STE-SOPHIE,V-01-080,Usine LSR,2008,V.CHA.ELEV,2007-09-20,2007-11-09,VI.LO.DH,NA,PROP,SERV,,Chariot elevateur au gaz,Chariot élévateur
11101,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-03-31,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11102,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-03-17,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11103,CHEVROLET EXPRESS 3500,CHEVROLET,ENCAN,,,2008,V.FOURG,2007-09-20,2007-11-09,,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11104,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-05-07,VE.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11105,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-02-28,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11106,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-04-16,VE.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11107,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-02-21,VE.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11108,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2009-05-05,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11109,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-05-07,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11110,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-04-16,VE.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11111,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-09-20,2008-03-06,VI.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11112,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2007-11-09,2008-04-16,VI.MECAN,AR,ESSENCE,VEND,2017-04-20,Fourgonette,Fourgonette
11113,CHEVROLET EXPRESS 3500,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2009-01-09,2008-03-28,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11114,INTERNATIONAL 4300 CONSTRUCTION,INTERNATIONAL,CAMION CONSTRUCTION,V-01-999,Garage,2008,V.CAMION L,2007-11-11,2008-02-26,VI.LO.DH,AR,DIESEL,SERV,,Camion Construction,Camion Construction
11115,INTERNATIONAL 4300 CONSTRUCTION,INTERNATIONAL,CAMION CONSTRUCTION,V-01-150-003,ER - Raccordement,2008,V.CAMION L,2007-11-22,2008-02-26,VI.LO.DH,AR,DIESEL,SERV,,Camion Construction,Camion Construction
11116,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-11-27,VI.MECAN,AR,ESSENCE,VEND,2013-10-31,Fourgonette,Fourgonette
11117,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-11-13,VI.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11118,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-07-22,VE.MECAN,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11119,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-08-13,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11120,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-09-30,VE.LE.MR,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11121,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-06-17,2008-06-17,VI.LE.LA,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11122,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-03-14,2009-01-26,VI.LE.DH,AR,ESSENCE,VEND,2018-06-05,Fourgonette,Fourgonette
11123,GMC SAVANA 3500,GMC,,,,2008,V.FOURG,2008-03-14,2008-07-22,VI.LE.DH,AR,ESSENCE,VEND,2017-10-24,Fourgonette,Fourgonette
11124,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-03-14,2008-07-08,VI.LE.LA,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11125,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-09-24,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11126,GMC SAVANA 3500,GMC,,,,2008,V.FOURG,2008-03-14,2008-12-09,VI.MECAN,AR,ESSENCE,VEND,2017-03-22,Fourgonette,Fourgonette
11127,GMC SAVANA 3500,GMC,VENDU ENCAN RICTCHIE BROS.,,,2008,V.FOURG,2008-08-13,2008-08-14,VI.LE.LA,AR,ESSENCE,VEND,2018-03-27,Fourgonette,Fourgonette
11128,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-06-25,VI.MECAN,AR,ESSENCE,VEND,2015-11-04,Fourgonette,Fourgonette
11129,GMC SAVANA 3500,GMC,,,,2008,V.FOURG,2008-03-14,2008-11-05,VI.LE.DH,AR,ESSENCE,VEND,2017-10-24,Fourgonette,Fourgonette
11130,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-08-13,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11131,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-09-18,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11132,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-09-18,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11133,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-08-13,2008-08-13,VI.LE.LA,AR,ESSENCE,VEND,2018-03-27,Fourgonette,Fourgonette
11134,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-14,2008-07-03,VE.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11135,GMC SAVANA 3500,GMC,,,,2008,V.FOURG,2008-03-14,2008-09-18,VI.LE.BR,AR,ESSENCE,VEND,2017-07-11,Fourgonette,Fourgonette
11136,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-03-25,2008-11-20,VI.LO.DH,AR,ESSENCE,VEND,2017-10-03,Fourgonette,Fourgonette
11137,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-12-03,VI.LE.DH,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11138,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-08,VI.MECAN,AR,ESSENCE,VEND,2017-01-12,Fourgonette,Fourgonette
11139,GMC SAVANA 3500,GMC,VENDU ENCAN RITCHIE,,,2008,V.FOURG,2008-03-25,2008-07-08,VI.LE.LA,AR,ESSENCE,VEND,2018-12-17,Fourgonette,Fourgonette
11140,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-03-25,2009-01-26,VI.LE.AN,AR,ESSENCE,ENCA,,Fourgonette,Fourgonette
11141,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2009-01-08,VI.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11142,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-03-25,2008-09-16,VI.MECAN,AR,ESSENCE,VEND,2017-05-02,Fourgonette,Fourgonette
11143,GMC SAVANA 3500,GMC,ENCAN,,,2008,V.FOURG,2008-03-25,2008-11-13,VI.LE.DH,AR,ESSENCE,VEND,2017-10-12,Fourgonette,Fourgonette
11144,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-08-14,VE.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11145,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-01,VI.MECAN,AR,ESSENCE,VEND,2017-04-20,Fourgonette,Fourgonette
11146,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-10-08,VI.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11147,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-28,VE.LE.QC,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11148,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-23,VE.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11149,GMC SAVANA 3500,GMC,,,,2008,V.FOURG,2008-03-25,2008-11-11,VI.LE.DH,AR,ESSENCE,VEND,2017-10-03,Fourgonette,Fourgonette
11150,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-09-30,VI.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11151,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-08,VE.MECAN,AR,ESSENCE,VEND,2017-04-24,Fourgonette,Fourgonette
11152,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-28,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11153,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-07-08,VE.LE.MR,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11154,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-09-17,VI.MECAN,AR,ESSENCE,VEND,2017-04-24,Fourgonette,Fourgonette
11155,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-09-17,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11156,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-25,2008-09-18,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11157,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-08-15,VE.MECAN,AR,ESSENCE,VEND,2017-08-08,Fourgonette,Fourgonette
11158,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-08-18,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11159,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-09-11,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11160,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-09-11,VI.MECAN,AR,ESSENCE,VEND,2017-04-24,Fourgonette,Fourgonette
11161,GMC SAVANA 3500,GMC,,,,2008,V.FOURG,2008-03-26,2008-07-28,VI.LE.LA,AR,ESSENCE,VEND,2018-06-05,Fourgonette,Fourgonette
11162,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-08-29,VE.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11163,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-07-22,VI.LE.DH,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11164,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-07-08,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11165,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-06-05,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11166,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-09-02,VI.LE.LA,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11167,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-07-15,VE.MECAN,AR,ESSENCE,VEND,2017-04-20,Fourgonette,Fourgonette
11168,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-07-01,VE.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11169,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2008,V.FOURG,2008-03-26,2008-09-10,VI.MECAN,AR,ESSENCE,VEND,2017-01-13,Fourgonette,Fourgonette
11170,GMC SAVANA 3500,GMC,ENCAN,,,2009,V.FOURG,2008-05-02,2009-03-12,VI.LE.BR,AR,ESSENCE,VEND,2017-08-30,Fourgonette,Fourgonette
11171,GMC SAVANA 3500,GMC,ENCAN,,,2009,V.FOURG,2008-05-02,2008-09-26,VI.LE.AN,AR,ESSENCE,VEND,2018-03-27,Fourgonette,Fourgonette
11172,GMC SAVANA 3500,GMC,TECHNICIEN EXPLOITATION,V-06-228,Tech. Acquisition / Exploitation 4,2009,V.FOURG,2008-05-02,2009-03-23,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11173,GMC SAVANA 3500,GMC,,,,2009,V.FOURG,2008-05-02,2009-03-23,VI.LE.LA,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11174,GMC SAVANA 3500,GMC,ENCAN,,,2009,V.FOURG,2008-05-02,2008-09-26,VI.LE.AN,AR,ESSENCE,VEND,2018-06-05,Fourgonette,Fourgonette
11175,GMC SAVANA 3500,GMC,VACANT,V-06-130,Gestion de parc de véhicules,2009,V.FOURG,2008-05-02,2008-09-26,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11176,GMC SAVANA 3500,GMC,,,,2009,V.FOURG,2008-05-02,2008-09-26,VI.MEC.M,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11177,GMC SAVANA 3500,GMC,TECH. PROTECTION CATHODIQUE,V-01-150-002,ER - Protection cathodique,2009,V.FOURG,2008-05-02,2009-03-23,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11178,MINI PELLE CATERPILAR,CATERPILAR,VENDU ENCAN RITCHIE,,,2008,V.PELLE,2008-05-02,2008-05-05,VI.LO.DH,NA,DIESEL,VEND,2018-12-17,Mini Pelle,Mini Pelle
11179,CHEVROLET MALIBU,CHEVROLET,ENCAN,,,2008,V.VOITURE,2008-05-02,2008-05-28,VI.LE.AN,AV,ESSENCE,VEND,2017-10-16,Voiture non-amenage,Voiture
11180,CHEVROLET MALIBU,CHEVROLET,VENDU - ENCANS RITCHIES BROS.,,,2008,V.VOITURE,2008-05-02,2008-05-28,VI.MECAN,AV,ESSENCE,VEND,2017-04-20,Voiture non-amenage,Voiture
11181,CHEVROLET MALIBU,CHEVROLET,,,,2008,V.VOITURE,2008-05-02,2008-05-28,VI.LE.DH,AV,ESSENCE,VEND,2017-08-24,Voiture non-amenage,Voiture
11182,REMORQUE,BIG TEX,SITUE A LASALLE,,,2008,V.REMORQUE,2008-07-22,2008-07-22,VI.LO.DH,NA,,TRAN,,Remorque non-lourde,Remorque non lourde
11183,PONTIAC VIBE AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-07-23,2008-11-13,VE.MECAN,4R,ESSENCE,VEND,2014-04-15,Voiture non-amenage,Voiture
11184,PONTIAC VIBE AWD,PONTIAC,,,,2009,V.VOITURE,2008-07-23,2008-11-05,VE.MECAN,4R,ESSENCE,VEND,2009-04-20,Voiture non-amenage,Voiture
11185,PONTIAC VIBE AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-07-23,2009-01-20,VE.MECAN,4R,ESSENCE,VEND,2015-11-04,Voiture non-amenage,Voiture
11186,PONTIAC VIBE,PONTIAC,ETUDIANT ESTRIE,V-28-133-001,Sherbrooke,2009,V.VOITURE,2008-08-20,2008-09-24,VE.ES,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11187,PONTIAC VIBE,PONTIAC,ETUDIANT BLAINVILLE,V-02-130,Gestion de parc de véhicules,2009,V.VOITURE,2008-08-20,2008-09-23,VI.LE.BL,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11188,PONTIAC VIBE,PONTIAC,ETUDIANT MAURICIE,V-27-133,Véhicules étudiants,2009,V.VOITURE,2008-08-20,2008-10-14,VE.MR,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11189,PONTIAC VIBE,PONTIAC,ÉTUDIANT,V-07-130,Gestion de parc de véhicules,2009,V.VOITURE,2008-08-20,2008-09-25,VI.LE.LA,AV,ESSENCE,TRAN,,Voiture non-amenage,Voiture
11190,PONTIAC VIBE,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-08-20,2008-10-09,VI.MECAN,AV,ESSENCE,VEND,2015-01-21,Voiture non-amenage,Voiture
11191,PONTIAC VIBE,PONTIAC,CHARGÉ D'INGÉNIERIE,V-01-500-002,Ingénierie,2009,V.VOITURE,2008-08-20,2008-09-17,VI.LE.DH,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11192,PONTIAC VIBE,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-08-27,2008-12-03,VE.MECAN,AV,ESSENCE,VEND,2016-04-26,Voiture non-amenage,Voiture
11193,PONTIAC VIBE,PONTIAC,ETUDIANTS LASALLE,V-01-133,Véhicules étudiants,2009,V.VOITURE,2008-08-27,2008-09-25,VI.LE.LA,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11194,PONTIAC VIBE,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-08-27,2009-01-07,VE.MECAN,AV,ESSENCE,VEND,2016-08-09,Voiture non-amenage,Voiture
11195,PONTIAC VIBE,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-08-27,2008-12-03,VI.LE.DH,AV,ESSENCE,VEND,2017-10-27,Voiture non-amenage,Voiture
11196,PONTIAC VIBE,PONTIAC,ETUDIANT ANJOU,V-01-133,Véhicules étudiants,2009,V.VOITURE,2008-08-28,2008-09-29,VI.LE.AN,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11197,PONTIAC VIBE,PONTIAC,ÉTUDIANT,V-07-133,Véhicules étudiants,2009,V.VOITURE,2008-08-28,2008-10-02,VI.LE.LA,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11198,PONTIAC VIBE AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-09-17,2009-01-13,VI.MECAN,4R,,VEND,2015-12-11,Voiture non-amenage,Voiture
11199,PONTIAC VIBE AWD,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-09-17,2009-02-13,VE.MECAN,4R,ESSENCE,VEND,2015-12-11,Voiture non-amenage,Voiture
11200,INTERNATIONAL 4300 (URGENCE),INTERNATIONAL,CAMION INTERVENTION URGENCE,V-30-313,Tech. Acquisition / Exploitation,2009,V.CAMION L,2008-09-17,2009-06-25,VE.SA,AR,DIESEL,SERV,,Camion unite d'intervention,Camion unite d'intervention
11201,INTERNATIONAL 4300 (URGENCE),INTERNATIONAL,CAMION INTERVENTION URGENCE,V-12-330,B.A. Abitibi Témiscamingue,2009,V.CAMION L,2008-09-17,2009-05-11,VE.RO,AR,DIESEL,SERV,,Camion unite d'intervention,Camion unite d'intervention
11202,PONTIAC VIBE,PONTIAC,ETUDIANT QUEBEC,V-29-130,Gestion de parc de véhicules,2009,V.VOITURE,2008-09-26,2009-02-06,VE.QC,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11203,PONTIAC VIBE,PONTIAC,ETUDIANT BLAINVILLE,V-02-130,Gestion de parc de véhicules,2009,V.VOITURE,2008-09-26,2008-12-15,VI.LE.BL,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11204,PONTIAC VIBE,PONTIAC,,,,2009,V.VOITURE,2008-09-26,2008-12-04,VI.MECAN,AV,ESSENCE,VEND,2016-09-22,Voiture non-amenage,Voiture
11205,PONTIAC VIBE,PONTIAC,POOL,V-07-130,Gestion de parc de véhicules,2009,V.VOITURE,2008-09-26,2008-12-05,VI.LE.LA,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11206,PONTIAC VIBE,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-09-26,2008-12-05,VI.MECAN,AV,ESSENCE,VEND,2016-04-26,Voiture non-amenage,Voiture
11207,PONTIAC VIBE,PONTIAC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.VOITURE,2008-09-26,2008-12-05,VI.MECAN,AV,ESSENCE,VEND,2017-01-13,Voiture non-amenage,Voiture
11208,SKYJACK,SKYJACK,VENDU - ENCANS RITCHIES BROS.,,,2008,V.DIVERS,2008-11-07,2008-11-07,VI.MECAN,,,VEND,2010-10-13,Equipement de levage,Equipement de levage
11209,REMORQUE,TAILWIND,REMORQUE,V-07-240,B.A. MTL Ouest (Lasalle),2009,V.REMORQUE,2008-12-15,2009-03-23,VI.LE.LA,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11210,CHARIOT ÉLÉVATEUR (GNV),TOYOTA,CHARIOT ÉLÉVATEUR (GNV),V-01-090,Centre de distribution,2009,V.CHA.ELEV,2009-01-30,2009-01-30,VI.LO.DH,NA,GNV,SERV,,Chariot elevateur au gaz,Chariot élévateur
11211,CHARIOT ÉLÉVATEUR (GNV),TOYOTA,CHARIOT ÉLÉVATEUR (GNV),V-01-090,Centre de distribution,2009,V.CHA.ELEV,2009-01-30,2009-01-30,VI.LO.DH,NA,GNV,SERV,,Chariot elevateur au gaz,Chariot élévateur
11212,GMC SAVANA 3500,GMC,,,,2009,V.FOURG,2009-03-13,2009-07-01,,AR,ESSENCE,VEND,2018-09-18,Fourgonette,Fourgonette
11213,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.FOURG,2009-03-13,2009-08-10,VI.LE.DH,AR,ESSENCE,VEND,2017-10-27,Fourgonette,Fourgonette
11214,GMC SAVANA 3500,GMC,VENDU - ENCANS RITCHIES BROS.,,,2009,V.FOURG,2009-03-13,2009-05-13,VI.MECAN,AR,ESSENCE,VEND,2017-08-10,Fourgonette,Fourgonette
11215,GMC SAVANA 3500,GMC,VENDU ENCAN RITCHIE,,,2009,V.FOURG,2009-03-13,2009-09-16,VE.QC,AR,ESSENCE,VEND,2018-12-17,Fourgonette,Fourgonette
11216,GMC SAVANA 3500,GMC,ENCAN,,,2009,V.FOURG,2009-03-13,2009-08-10,VI.LE.DH,AR,ESSENCE,VEND,2017-10-12,Fourgonette,Fourgonette
