Equipement,Désignation,Fabricant,Zone de tri,Poste technique,Désignation,Année constr.,Cat. véhicule,Date acquis.,Date mise serv.,Poste respons.,Type de propul.,Type pétrole,Statut util.,Fin de validité,Modex - Catégorie cy,PowerBI - Catégorie
11746,PETERBILT (CAMION TIE-IN),PETERBILT,CAMION TIE-IN (PROTOTYPE),V-01-150-003,ER - Raccordement,2017,V.CAMION L,2016-05-11,2018-02-28,VI.LO.DH,AR,DIESEL,SERV,,Camion Raccordement,Camion Raccordement
11747,FORD FUSION,FORD,IMMEUBLES,V-01-100,Gestion des immeubles,2016,V.VOITURE,2016-07-12,2016-07-25,VI.LE.DH,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11748,FORD FUSION,FORD,POOL,V-01-130-001,Pool de véhicule,2016,V.VOITURE,2016-07-12,2016-07-25,VI.LE.DH,AV,ESSENCE,SERV,,Voiture non-amenage,Voiture
11749,OUTLANDER 4X4 MAX XT 650,BRP,TOUT-TERRAIN,V-27-610,Technicien transmission,2016,V.TOUT-TER,2016-08-15,2016-08-24,VE.MR,4R,ESSENCE,SERV,,Tout-terrain,Tout-terrain
11750,REMORQUE 7x10,IDEAL CARGO,REMORQUE FERMÉE QUÉBEC,V-29-312,Technicien Acquisition/Exploitation,2016,V.REMORQUE,2016-08-16,2016-08-16,VE.QC,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11751,REMORQUE 7x10,IDEAL CARGO,REMORQUE FERMÉE QUÉBEC,V-29-312,Technicien Acquisition/Exploitation,2016,V.REMORQUE,2016-08-16,2016-08-16,VE.QC,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11752,FORD F-150(PEF),FORD,CHEF DE GROUPE TRANSMISSION,V-27-610,Technicien transmission,2016,V.PICK-UP,2016-08-18,2017-01-09,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11753,FORD EDGE AWD,FORD,PATROUILLE MOTORISÉE,V-05-210,B.A. Montérégie (Brossard),2016,V.UT.SPORT,2016-09-10,2017-04-18,VI.LE.BR,4R,ESSENCE,SERV,,SUV amenage,VUS
11754,FORD EDGE AWD,FORD,PATROUILLE MOTORISÉE,V-02-230,B.A. Laurentide (Blainville),2016,V.UT.SPORT,2016-08-25,2017-04-19,VI.LE.BL,4R,ESSENCE,SERV,,SUV amenage,VUS
11755,FORD ESCAPE AWD,FORD,RELÈVE DE COMPTEURS,V-01-110,Relève des compteurs,2017,V.UT.SPORT,2016-09-10,2016-12-21,VI.LE.DH,4R,ESSENCE,SERV,,SUV amenage,VUS
11756,FORD ESCAPE AWD,FORD,RELÈVE DE COMPTEURS,V-01-110,Relève des compteurs,2017,V.UT.SPORT,2016-09-10,2017-01-04,VI.LE.DH,4R,ESSENCE,SERV,,SUV amenage,VUS
11757,FORD ESCAPE AWD,FORD,CONSEILLER QUALITÉ MESURAGE,V-01-500-008,Ing. de mesurage & support opérationnel,2017,V.UT.SPORT,2016-09-10,2016-12-12,VI.LE.DH,4R,ESSENCE,SERV,,SUV amenage,VUS
11758,FORD ESCAPE AWD,FORD,CONSEILLER QUALITÉ MESURAGE,V-01-500-008,Ing. de mesurage & support opérationnel,2017,V.UT.SPORT,2016-09-10,2016-12-07,VI.LE.DH,4R,ESSENCE,SERV,,SUV amenage,VUS
11759,OUTLANDER 6X6 DPS 650,BRP,TOUT-TERRAIN,V-27-610,Technicien transmission,2017,V.TOUT-TER,2016-08-30,2016-09-13,VE.MR,4R,ESSENCE,SERV,,Tout-terrain,Tout-terrain
11760,OUTLANDER 6X6 DPS 650,BRP,TOUT-TERRAIN,V-27-610,Technicien transmission,2017,V.TOUT-TER,2016-08-30,2016-09-13,VE.MR,4R,ESSENCE,SERV,,Tout-terrain,Tout-terrain
11761,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITON,V-06-224,Tech. Acquisition / Exploitation 3,2016,V.FOURG,2016-09-20,2016-12-01,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11762,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-30-313,Tech. Acquisition / Exploitation,2016,V.FOURG,2016-06-21,2016-09-20,VE.SA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11763,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-05-212,Tech. Acquisition / Exploitation 1,2016,V.FOURG,2016-09-20,2016-11-28,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11764,FORD TRANSIT 350 (PEF),FORD,TECHNICIEN ACQUISITION,V-28-310-002,Granby,2016,V.FOURG,2016-09-14,2016-12-08,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11765,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-06-228,Tech. Acquisition / Exploitation 4,2016,V.FOURG,2016-09-20,2016-12-22,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11766,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-30-313,Tech. Acquisition / Exploitation,2016,V.FOURG,2016-06-21,2016-09-20,VE.SA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11767,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITON,V-06-224,Tech. Acquisition / Exploitation 3,2016,V.FOURG,2016-09-20,2016-12-26,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11768,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2016,V.FOURG,2016-06-21,2016-09-20,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11769,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-06-222,Tech. Acquisition / Exploitation 1,2016,V.FOURG,2016-06-21,2017-02-14,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11770,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2016,V.FOURG,2016-06-21,2016-09-20,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11771,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-27-311,Tech. Acquisition / Exploitation 1,2016,V.FOURG,2016-09-20,2016-12-14,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11772,FORD TRANSIT 350(PEF),FORD,,V-28-320-003,Drummondville,2016,V.FOURG,2016-06-21,2016-09-20,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11773,FORD TRANSIT 350(PEF),FORD,,V-28-310-004,Victoriaville,2016,V.FOURG,2016-06-21,2016-09-20,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11774,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2016,V.FOURG,2016-06-21,2016-09-20,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11775,REMORQUE À TOURET (LOI 430),KERR,"REMORQUE À TOURET 6""",V-01-130-002,Véhicule entrepreneurs,2016,V.REMORQUE,2016-09-09,2016-10-24,VE.DH,NA,,SERV,,Remorque Lourde,Remorque à touret
11776,FORD TRANSIT 350,FORD,MECANOS DU HAVRE,V-01-130,Gestion du parc de véhicules,2017,V.FOURG,2016-09-22,2017-04-27,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11777,FORD TRANSIT 350(PEF),FORD,,V-28-310-003,Drummondville,2017,V.FOURG,2016-09-22,2016-10-02,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11778,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2016-09-14,2016-10-02,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11779,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-30-313,Tech. Acquisition / Exploitation,2017,V.FOURG,2016-09-14,2016-10-02,VE.SA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11780,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2016-09-14,2016-10-02,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11781,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2016-09-14,2016-10-02,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11782,FORD TRANSIT 350(PEF),FORD,,V-28-310-003,Drummondville,2017,V.FOURG,2016-09-14,2016-10-02,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11783,FORD TRANSIT 350(PEF),FORD,,V-28-310-001,Sherbrooke,2017,V.FOURG,2016-09-22,2016-10-02,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11784,FORD TRANSIT 350(PEF),FORD,TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2016-09-22,2016-10-02,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11785,FORD TRANSIT 350 (PEF),FORD(PEFF),,V-28-310-001,Sherbrooke,2017,V.FOURG,2016-09-14,2016-10-02,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11786,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-01-075-002,Instrumentation sénior,2017,V.FOURG,2016-09-14,2017-03-14,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11787,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-05-214,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2016-09-22,2017-03-30,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11788,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-07-242,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2016-09-22,2017-01-30,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11789,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-02-999,Garage,2017,V.FOURG,2016-09-22,2017-02-02,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11790,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2017,V.FOURG,2016-10-02,2017-02-01,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11791,FORD TRANSIT 350(PEF),FORD,TECHNICIEN INSTRUMENTATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2016-09-22,2017-02-01,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11792,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-14,2016-10-24,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11793,SKYJACK,SKYJACK,SKYJACK LASALLE,V-07-130,Gestion de parc de véhicules,2002,V.OUTIL.LO,2016-10-24,2016-12-15,VI.LE.DH,NA,ELECTRIQUE,SERV,,Equipement de levage,Equipement de levage
11794,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-31,2017-02-14,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11795,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-31,2017-02-14,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11796,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-31,2017-02-14,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11797,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-31,2017-02-14,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11798,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-31,2017-02-14,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11799,REMORQUE VTT 7x12,TER-O,REMORQUE TRANSMISSION,V-27-610,Technicien transmission,2017,V.REMORQUE,2016-10-31,2017-02-14,VE.MR,NA,,SERV,,Remorque non-lourde,Remorque non lourde
11800,REMORQUE À TOURET (LOI 430),KERR,"REMORQUE À TOURET 6""",V-01-130-002,Véhicule entrepreneurs,2017,V.REMORQUE,2016-11-03,2016-11-03,VE.DH,NA,,SERV,,Remorque Lourde,Remorque à touret
11801,REMORQUE À TOURET (LOI 430),KERR,REMORQUE À TOURET (DU HAVRE),V-01-130,Gestion du parc de véhicules,2017,V.REMORQUE,2016-11-03,2016-11-03,VE.DH,NA,,TRAN,,Remorque Lourde,Remorque à touret
11802,REMORQUE À TOURET,KERR,"REMORQUE À TOURET 4""",V-01-130-002,Véhicule entrepreneurs,2017,V.REMORQUE,2016-11-03,2016-11-03,VE.DH,NA,,SERV,,Remorque non-lourde,Remorque à touret
11803,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-05-214,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-01-23,2017-03-06,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11804,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-07-242,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-20,2017-04-03,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11805,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-07-242,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-24,2017-04-05,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11806,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-06-223,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-24,2017-04-26,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11807,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-05-214,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-24,2017-04-28,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11808,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-02-232,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-20,2017-05-04,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11809,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION-COHORT,V-07-130,Gestion de parc de véhicules,2017,V.FOURG,2017-02-20,2017-05-12,VI.LE.LA,AR,ESSENCE,NATT,,Fourgonette,Fourgonette
11810,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-05-214,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-20,2017-04-11,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11811,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-07-130,Gestion de parc de véhicules,2017,V.FOURG,2017-02-20,2017-04-12,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11812,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-02-232,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-24,2017-05-02,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11813,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-06-222,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-24,2017-06-01,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11814,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-06-223,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-28,2017-05-02,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11815,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-07-248,Tech. Acquisition / Exploitation 3,2017,V.FOURG,2017-02-20,2017-05-08,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11816,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-02-232,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-24,2017-04-28,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11817,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-05-212,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-28,2017-05-24,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11818,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-06-228,Tech. Acquisition / Exploitation 4,2017,V.FOURG,2017-02-24,2017-05-30,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11819,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-05-214,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-20,2017-06-07,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11820,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-05-212,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-02-28,2017-04-13,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11821,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-02-234,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-20,2017-05-16,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11822,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-06-224,Tech. Acquisition / Exploitation 3,2017,V.FOURG,2017-02-24,2017-06-07,VI.LE.AN,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11823,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-07-248,Tech. Acquisition / Exploitation 3,2017,V.FOURG,2017-03-01,2017-02-28,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11824,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-02-234,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-02-20,2017-03-27,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11825,FORD TRANSIT 350,FORD,TECH. PROTECTION CATHODIQUE,V-01-150-002,ER - Protection cathodique,2017,V.FOURG,2017-02-24,2017-06-26,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11826,FORD TRANSIT 350,FORD,TECH. PROTECTION CATHODIQUE,V-01-150-002,ER - Protection cathodique,2017,V.FOURG,2017-03-01,2017-03-01,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11827,FORD TRANSIT 350,FORD,TECH. PROTECTION CATHODIQUE,V-01-150-002,ER - Protection cathodique,2017,V.FOURG,2017-03-13,2017-07-03,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11828,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2017,V.FOURG,2017-02-24,2017-06-02,VI.LE.BR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11829,FORD TRANSIT 350(PEF),FORD(PEFF),TECHNICIEN INSTRUMENTATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2017-02-24,2017-03-15,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11830,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-002,Instrumentation sénior,2017,V.FOURG,2017-03-01,2017-06-14,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11831,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-002,Instrumentation sénior,2017,V.FOURG,2017-02-24,2017-07-04,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11832,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-002,Instrumentation sénior,2017,V.FOURG,2017-02-24,2017-07-04,VI.LE.BL,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11833,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN INSTRUMENTATION,V-27-610,Technicien transmission,2017,V.FOURG,2017-03-01,2017-05-18,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11834,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.FOURG,2017-03-15,2017-06-26,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11835,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN EXPLOITATION,V-27-610,Technicien transmission,2017,V.FOURG,2017-03-13,2017-06-25,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11836,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.FOURG,2017-03-01,2017-06-14,VE.MR,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11837,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN INSTRUMENTATION,V-30-313,Tech. Acquisition / Exploitation,2017,V.FOURG,2017-03-01,2017-03-15,VE.SA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11838,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2017,V.FOURG,2017-03-01,2017-06-02,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11839,FORD TRANSIT 350,FORD,TECHNICIEN INSTRUMENTATION,V-01-075-001,Instrumentation,2017,V.FOURG,2017-03-01,2017-06-02,VI.LE.DH,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11840,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2017-03-01,2017-06-12,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11841,FORD TRANSIT 350 (PEF),FORD(PEFF),,V-12-400,Tech. Acquisition / Exploitation,2017,V.FOURG,2017-02-24,2017-06-13,VE.RO,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11842,FORD TRANSIT 350 (PEF),FORD(PEFF),,V-28-310-002,Granby,2017,V.FOURG,2017-02-24,2017-06-27,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11843,FORD TRANSIT 350 (PEF),FORD(PEFF),SUPERVISEUR DE VILLE,V-30-313,Tech. Acquisition / Exploitation,2017,V.FOURG,2017-02-24,2017-06-12,VE.SA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11844,FORD TRANSIT 350 (PEF),FORD(PEFF),,V-28-310-001,Sherbrooke,2017,V.FOURG,2017-02-24,2017-06-28,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11845,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2017-03-01,2017-06-28,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11846,FORD TRANSIT 350 (PEF),FORD(PEFF),,V-28-310-001,Sherbrooke,2017,V.FOURG,2017-02-24,2017-06-28,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11847,FORD TRANSIT 350 (PEF),FORD(PEFF),TECHNICIEN EXPLOITATION,V-29-312,Technicien Acquisition/Exploitation,2017,V.FOURG,2017-03-13,2017-07-12,VE.QC,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11848,FORD TRANSIT 350 (PEF),FORD(PEFF),,V-28-310-001,Sherbrooke,2017,V.FOURG,2017-02-24,2017-07-07,VE.ES,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11849,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-20,2017-12-19,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11850,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-10,2017-12-21,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11851,FORD F-250 (PEF),FORD,TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-20,2018-01-03,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11852,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-20,2018-01-03,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11853,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-20,2018-01-19,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11854,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-10,2018-01-03,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11855,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-10,2017-12-11,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11856,FORD F-250 (PEF),FORD,TECHNICIEN TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-10,2018-01-03,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11857,FORD F-250 (PEF),FORD,SUPERVISEUR DE VILLE,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-10,2018-01-03,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11858,FORD F-250 (PEF),FORD,TRANSMISSION,V-27-610,Technicien transmission,2017,V.PICK-UP,2017-03-20,2017-12-21,VE.MR,4R,ESSENCE,SERV,,Pick-up amenage,Pick-up
11859,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOITATION,V-07-248,Tech. Acquisition / Exploitation 3,2017,V.FOURG,2017-03-13,2017-07-12,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11860,FORD TRANSIT 350,FORD,EN TRANSIT,,,2017,V.FOURG,2017-04-03,2017-07-13,VI.LE.BR,AR,ESSENCE,TRAN,,Fourgonette,Fourgonette
11861,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-07-242,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-04-05,2017-07-13,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11862,FORD TRANSIT 350,FORD,TECHNICIEN EXPLOIT. MESURAGE,V-07-244,Tech. Acquisition / Exploitation 2,2017,V.FOURG,2017-03-22,2017-09-28,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
11863,FORD TRANSIT 350,FORD,TECHNICIEN ACQUISITION,V-07-242,Tech. Acquisition / Exploitation 1,2017,V.FOURG,2017-03-22,2017-07-20,VI.LE.LA,AR,ESSENCE,SERV,,Fourgonette,Fourgonette
